clean_city_data,City,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
285,Baker City,44.7749,-117.8344,286.81,93,100,2.06,US,1654968984
286,Samarai,-10.6167,150.6667,299.78,80,77,2.77,PG,1654968985
287,Mollendo,-17.0231,-72.0147,292.17,70,17,4.21,PE,1654968986
288,Lensk,60.7253,114.9278,279.8,95,63,1.44,RU,1654968986
289,Klaksvík,62.2266,-6.589,285.66,98,86,3.61,FO,1654968987
290,Hofn,64.2539,-15.2082,283.44,78,100,3.13,IS,1654968988
291,Green River,41.5286,-109.4662,304.81,19,19,3.58,US,1654968988
292,Berlevåg,70.8578,29.0864,287.04,81,100,9.26,NO,1654968989
293,Bria,6.5423,21.9863,294.89,90,78,1.93,CF,1654968989
294,Pemba,-12.974,40.5178,297.34,69,5,7.57,MZ,1654968990
295,Port Augusta,-32.5,137.7667,282.58,89,9,2.2,AU,1654968991
296,Aklavik,68.2191,-135.0107,275.15,93,100,6.69,CA,1654968991
297,Kaa-Khem,51.6833,94.7333,290.4,33,1,2.5,RU,1654968992
298,Mazamari,-11.3258,-74.5308,296.21,56,92,0.62,PE,1654968993
299,São Filipe,14.8961,-24.4956,296.61,82,5,3.22,CV,1654968993
300,Beloha,-25.1667,45.05,293.03,82,4,6.38,MG,1654968994
301,Araouane,18.9048,-3.5265,313.48,6,0,1.81,ML,1654968995
302,Pevek,69.7008,170.3133,276.9,60,79,3.3,RU,1654968995
303,Kaitangata,-46.2817,169.8464,275.72,77,84,3.8,NZ,1654968996
304,Terrell,32.736,-96.2753,311.01,59,0,3.6,US,1654968996
305,Inta,66.0317,60.1659,281.47,73,100,7.96,RU,1654968997
306,Contamana,-7.3333,-75.0167,294.1,88,100,1.47,PE,1654968997
307,Sitka,57.0531,-135.33,282.09,87,100,5.66,US,1654968998
308,Nelson Bay,-32.7167,152.15,283.76,61,0,1.34,AU,1654968999
309,San Andrés,12.5847,-81.7006,298.16,100,100,2.57,CO,1654968999
310,Alexandria,31.2156,29.9553,299.13,69,40,6.69,EG,1654969000
311,Springbok,-29.6643,17.8865,288.32,23,97,2.02,ZA,1654969001
312,Mwanza,-2.5167,32.9,295.62,66,34,2.34,TZ,1654969002
313,Price,39.5994,-110.8107,306.55,11,0,2.06,US,1654969003
314,Korla,41.7597,86.1469,300.56,22,33,6.27,CN,1654969004
315,Tiksi,71.6872,128.8694,276.01,78,87,3.36,RU,1654969005
316,Shīeli,44.1667,66.75,297.68,35,100,0.85,KZ,1654969005
317,Camacha,33.0833,-16.3333,292.83,73,40,6.69,PT,1654969006
318,St. George's,12.0564,-61.7485,303.97,70,20,12.86,GD,1654969006
319,Wyndham,37.6985,-77.6125,300.96,65,87,0.89,US,1654969008
320,Orotina,9.912,-84.5234,303.65,68,89,2.41,CR,1654969009
321,Knysna,-34.0363,23.0471,297.92,22,55,5.21,ZA,1654969010
322,Neiafu,-18.65,-173.9833,297.53,94,75,5.14,TO,1654969011
323,Ilūkste,55.9775,26.2966,290.26,92,13,2.11,LV,1654969011
324,Alofi,-19.0595,-169.9187,296.09,94,39,3.6,NU,1654969012
325,Gornyak,50.9942,81.4661,292.8,66,83,2.4,RU,1654969013
326,Rockingham,42.9668,-71.0995,299.34,53,99,0.45,US,1654969013
327,Fairfield,41.2668,-73.3162,297.77,55,0,2.57,US,1654969014
328,Yeniseysk,58.4497,92.1703,286.85,68,53,2.72,RU,1654969014
329,Vila Franca do Campo,37.7167,-25.4333,293.38,88,100,2.07,PT,1654969015
330,Dunedin,-45.8742,170.5036,280.26,51,98,4.47,NZ,1654969015
331,San Rafael,-34.6177,-68.3301,293.9,14,0,5.55,AR,1654969016
332,Bairiki Village,1.3292,172.9752,300.15,78,20,4.63,KI,1654969017
333,Barra de Tecoanapa,16.5167,-98.75,302.69,68,73,4.61,MX,1654969017
334,Hai’an,32.5436,120.45,292.16,89,89,3.41,CN,1654969018
335,Neryungri,56.6709,124.6491,283.82,86,54,1.37,RU,1654969019
336,Sursk,53.0754,45.6846,287.8,89,39,2.77,RU,1654969019
337,Saint-Joseph,-21.3667,55.6167,293.36,81,44,6.27,RE,1654969020
338,Mitsamiouli,-11.3847,43.2844,299.07,71,20,5.36,KM,1654969020
339,Opuwo,-18.0607,13.84,290.97,35,0,2.53,NA,1654969026
340,Kavaratti,10.5669,72.642,301.64,78,71,7.21,IN,1654969027
341,Hirara,24.8,125.2833,299.31,86,100,2.62,JP,1654969027
342,Ahipara,-35.1667,173.1667,287.96,87,88,7.8,NZ,1654969028
343,Naze,28.3667,129.4833,295.66,88,100,4.15,JP,1654969029
344,Peniche,39.3558,-9.3811,298.75,77,3,8.71,PT,1654968973
345,Rawson,-43.3002,-65.1023,288.59,34,59,4.0,AR,1654969030
346,Corpus Christi,27.8006,-97.3964,308.83,65,20,7.72,US,1654969030
347,West Bay,19.3667,-81.4167,304.19,62,40,4.12,KY,1654969031
348,Sakon Nakhon,17.1612,104.1472,299.27,84,100,1.63,TH,1654969035
349,Nome,64.5011,-165.4064,279.91,52,0,2.57,US,1654969035
350,Liseleje,56.0053,11.9483,293.65,63,3,9.68,DK,1654969036
351,Morón,-34.6534,-58.6198,288.04,36,44,3.6,AR,1654968983
352,Upernavik,72.7868,-56.1549,272.03,79,14,6.06,GL,1654969037
353,Los Llanos de Aridane,28.6585,-17.9182,295.01,86,40,6.69,ES,1654969038
354,Foam Lake,51.65,-103.5343,293.16,51,68,4.78,CA,1654969042
355,Coahuayana Viejo,18.7333,-103.6833,306.33,51,85,3.08,MX,1654969042
356,Tangermünde,52.5446,11.9765,298.07,37,62,3.05,DE,1654968807
357,Kiunga,-6.1219,141.2906,295.07,100,53,0.76,PG,1654969044
358,Linhares,-19.3911,-40.0722,298.52,64,84,4.19,BR,1654969045
359,Ambilobe,-13.2,49.05,294.62,78,64,2.04,MG,1654969046
360,Poum,-20.2333,164.0167,297.24,78,61,5.89,NC,1654969046
361,Dubbo,-32.25,148.6167,278.22,81,75,2.06,AU,1654969047
362,Hamilton,39.1834,-84.5333,298.0,68,40,4.12,US,1654969048
363,Havøysund,70.9963,24.6622,282.28,79,71,6.36,NO,1654969048
364,Honningsvåg,70.9821,25.9704,282.01,81,75,0.0,NO,1654969049
365,Vardø,70.3705,31.1107,282.14,81,62,1.03,NO,1654969050
366,Akdepe,42.0551,59.3788,299.2,35,51,5.24,TM,1654969050
367,Mount Isa,-20.7333,139.5,283.02,46,100,2.06,AU,1654969051
368,Bacolod City,10.6667,122.95,299.26,84,92,0.76,PH,1654969051
369,Tigbao,12.5546,123.3389,300.05,77,95,1.92,PH,1654969052
370,Mangochi,-14.4782,35.2645,291.4,67,13,3.75,MW,1654969053
371,Lagoa,39.05,-27.9833,288.94,86,100,5.79,PT,1654969053
372,Sioux Lookout,50.1001,-91.917,288.19,55,20,3.09,CA,1654969054
373,Senneterre,48.3835,-77.2328,294.26,37,22,2.56,CA,1654969056
374,Kentau,43.5206,68.5094,297.53,38,100,3.76,KZ,1654969062
375,Chui,-33.6971,-53.4616,284.76,60,59,7.77,UY,1654969063
376,Port Said,31.2565,32.2841,302.14,74,0,3.6,EG,1654969063
377,Chunhuhub,19.55,-88.6833,307.68,36,9,2.89,MX,1654969064
378,Guerrero Negro,27.9769,-114.0611,297.08,55,8,5.72,MX,1654969065
379,Nouadhibou,20.931,-17.0347,297.14,64,2,10.29,MR,1654969026
380,Lompoc,34.6391,-120.4579,305.38,64,0,3.6,US,1654969066
381,Liyang,29.7057,118.2862,292.4,93,98,1.17,CN,1654969067
382,Noyabrsk,63.1994,75.4507,286.79,92,100,4.72,RU,1654968843
383,Zhigansk,66.7697,123.3711,281.87,86,46,2.83,RU,1654969068
384,Itoman,26.1247,127.6694,298.16,92,100,4.63,JP,1654969069
385,Emba,48.8264,58.1442,291.19,72,79,1.03,KZ,1654969070
386,Kizhinga,51.8462,109.9097,283.03,94,81,1.19,RU,1654969071
387,Arequipa,-16.3989,-71.535,292.19,10,0,3.6,PE,1654969071
388,Fredericksburg,38.3032,-77.4605,299.22,70,40,1.54,US,1654969072
389,Ixtapa,20.7,-105.2,301.72,79,40,3.6,MX,1654969072
390,Jiaojiang,28.6803,121.4428,294.26,95,97,1.21,CN,1654969073
391,Jalu,29.0331,21.5482,301.96,37,0,8.38,LY,1654969074
392,Aketi,2.7388,23.7833,294.44,98,81,0.54,CD,1654969074
393,Chancay,-11.5714,-77.2672,292.01,74,49,3.95,PE,1654969075
394,Banda Aceh,5.5577,95.3222,299.69,79,89,4.02,ID,1654969076
395,Kodino,63.7198,39.6447,286.41,68,57,1.99,RU,1654969076
396,Yulara,-25.2406,130.9889,280.55,57,6,3.12,AU,1654969077
397,Arraial do Cabo,-22.9661,-42.0278,293.07,88,100,4.63,BR,1654969077
398,Heze,35.2431,115.4411,300.08,40,100,5.49,CN,1654969078
399,Awjilah,29.1081,21.2869,301.42,39,0,7.92,LY,1654969079
400,Bubaque,11.2833,-15.8333,300.37,79,100,4.77,GW,1654969079
401,Grindavik,63.8424,-22.4338,286.12,76,75,8.23,IS,1654969080
402,Ostrovnoy,68.0531,39.5131,287.02,57,27,3.57,RU,1654969081
403,Raahe,64.6833,24.4833,288.2,88,99,5.77,FI,1654969081
404,Teseney,15.11,36.6575,303.62,37,66,4.13,ER,1654969082
405,Surgut,61.25,73.4167,290.25,82,20,3.13,RU,1654968819
406,Asti,44.8979,8.2068,304.19,53,0,1.86,IT,1654968987
407,Cascais,38.6979,-9.4215,304.07,65,20,8.23,PT,1654969005
408,Nshamba,-1.7983,31.5511,290.98,77,17,0.54,TZ,1654969085
409,Diffa,13.3154,12.6113,307.54,26,57,4.09,NE,1654969085
410,Ukhta,63.5671,53.6835,281.08,53,100,5.77,RU,1654969086
411,Sommacampagna,45.4066,10.8437,303.22,30,0,2.06,IT,1654969087
412,Sos'va,59.1766,61.8558,284.93,95,86,2.34,RU,1654969087
413,Country Club,25.9482,-80.317,306.49,65,75,6.69,US,1654969088
414,Terney,45.0503,136.6092,280.9,93,62,1.31,RU,1654969089
415,Teya,60.3778,92.6267,287.53,59,87,1.81,RU,1654969090
416,Palm Coast,29.585,-81.2078,306.2,67,75,5.14,US,1654969091
417,Posevnaya,54.3006,83.3297,290.16,80,85,0.69,RU,1654969092
418,Garoowe,8.4054,48.4845,304.79,32,87,9.32,SO,1654969092
419,Waipawa,-41.4122,175.5153,283.28,74,11,8.34,NZ,1654969093
420,Newport,51.5877,-2.9984,292.1,67,20,7.89,GB,1654968804
421,Cortez,37.3489,-108.5859,307.0,16,0,2.06,US,1654969094
422,Voh,-20.9667,164.7,294.56,91,50,1.27,NC,1654969097
423,Flinders,-34.5833,150.8552,284.96,62,0,5.36,AU,1654969098
424,San Patricio,28.017,-97.5169,308.75,29,2,5.51,US,1654969098
425,Qiyang,26.5911,111.8474,294.92,93,99,1.12,CN,1654969099
426,Ozernovskiy,51.5,156.5167,279.18,86,55,4.31,RU,1654969099
427,Panvel,18.9833,73.1,300.19,78,98,4.41,IN,1654969100
428,Beyneu,45.3167,55.2,300.49,24,0,3.42,KZ,1654969100
429,Carballo,43.213,-8.691,295.83,88,83,6.11,ES,1654969101
430,Pombas,17.1503,-25.0201,299.03,74,0,4.48,CV,1654969102
431,Mergen,49.1833,125.2167,286.57,62,54,1.97,CN,1654969102
432,Necochea,-38.5473,-58.7368,284.48,54,44,4.76,AR,1654969103
433,Salym,60.0625,71.4789,285.9,98,94,1.82,RU,1654969103
434,Casa Grande,32.8795,-111.7573,313.68,21,0,2.57,US,1654969104
435,Riyadh,24.6877,46.7219,311.23,10,0,5.31,SA,1654968831
436,Kalmunai,7.4167,81.8167,301.28,73,100,1.28,LK,1654969109
437,Guará,-20.4283,-47.8242,296.23,58,99,1.88,BR,1654969110
438,Bathsheba,13.2167,-59.5167,304.49,66,40,10.8,BB,1654969111
439,Ngaoundéré,7.3167,13.5833,292.5,93,30,1.86,CM,1654969111
440,Kuliyapitiya,7.4688,80.0401,297.97,92,100,2.35,LK,1654969112
441,Pacific Grove,36.6177,-121.9166,303.9,71,0,4.02,US,1654969112
442,Zemio,5.0314,25.1361,295.81,81,86,0.77,CF,1654969113
443,Piaçabuçu,-10.4056,-36.4344,299.93,78,95,3.3,BR,1654969114
444,Lorengau,-2.0226,147.2712,300.16,78,59,2.76,PG,1654969114
445,Washougal,45.5826,-122.3534,291.1,94,100,1.54,US,1654969115
446,Labuhan,-6.8844,112.2051,299.75,83,38,2.55,ID,1654969115
447,Kharan,28.5833,65.4167,307.38,22,89,5.46,PK,1654969116
448,Jiwani,25.05,61.7417,301.71,86,77,6.39,PK,1654969117
449,Mossamedes,-15.1961,12.1522,295.17,64,3,2.84,AO,1654969117
450,Lata,40.1629,-8.3327,300.41,47,37,3.15,PT,1654969118
451,San Policarpo,12.1791,125.5072,299.62,81,88,2.43,PH,1654969119
452,Freetown,8.484,-13.2299,303.99,66,40,3.09,SL,1654968859
453,Fayaoué,-20.65,166.5333,297.84,79,99,2.08,NC,1654969121
454,Shimoda,34.6667,138.95,289.87,88,100,10.91,JP,1654969121
455,Narsaq,60.9167,-46.05,288.27,55,100,0.71,GL,1654969122
456,Maracaju,-21.6144,-55.1683,289.84,42,96,4.19,BR,1654969123
457,Iroquois Falls,48.7669,-80.6831,292.64,48,87,2.92,CA,1654969123
458,Nemuro,43.3236,145.575,282.77,99,100,4.29,JP,1654969124
459,Sítio Novo do Tocantins,-5.5183,-47.4611,306.11,62,40,3.6,BR,1654969124
460,Antofagasta,-23.65,-70.4,292.71,53,28,3.53,CL,1654969125
461,Sukumo,32.9333,132.7333,290.28,95,82,2.43,JP,1654969126
462,Sesheke,-17.4759,24.2968,288.92,38,1,2.98,ZM,1654969126
463,Salihorsk,52.7876,27.5415,291.87,79,63,2.47,BY,1654968908
464,Maiduguri,11.8464,13.1603,306.87,33,41,6.84,NG,1654969128
465,Sambava,-14.2667,50.1667,295.27,84,16,6.58,MG,1654969129
466,Chirongui,-12.9319,45.1483,298.11,67,15,3.72,YT,1654969129
467,Macapá,0.0389,-51.0664,305.14,62,40,3.09,BR,1654969130
468,Acapulco de Juárez,16.8634,-99.8901,304.05,62,75,2.06,MX,1654969131
469,Havre-St-Pierre,50.2334,-63.5986,287.35,82,75,10.29,CA,1654969131
470,Hervey Bay,-25.2986,152.8535,282.6,75,65,1.34,AU,1654969132
471,Abu Dhabi,24.4667,54.3667,306.16,51,0,6.69,AE,1654969102
472,Oktyabr'skiy,54.4815,53.471,285.77,92,97,2.31,RU,1654969133
473,Basak,6.7274,124.1512,295.69,89,98,1.12,PH,1654969134
474,Riachão do Dantas,-11.0689,-37.725,299.92,74,90,3.33,BR,1654969135
475,Champerico,14.3,-91.9167,303.45,73,100,1.82,GT,1654969135
476,Malinovskiy,61.1953,62.8397,286.69,86,62,2.32,RU,1654969136
477,Yarovoy,52.9273,78.58,293.2,46,34,4.38,RU,1654968869
478,Singapore,1.2897,103.8501,300.12,80,75,1.54,SG,1654968976
479,Quatre Cocos,-20.2078,57.7625,296.21,73,88,8.54,MU,1654969138
480,La Santisima Trinidad,-14.8333,-64.9,297.14,50,98,7.2,BO,1654969139
481,Cotonou,6.3654,2.4183,298.14,94,40,2.57,BJ,1654968843
482,Heraclea,37.5133,34.0467,297.82,32,22,6.31,TR,1654968874
483,Shar,49.5886,81.0453,295.01,55,96,1.58,KZ,1654969140
484,Freeport,40.6576,-73.5832,299.14,63,75,2.57,US,1654969142
485,Chake Chake,-5.2459,39.7666,298.58,77,48,6.33,TZ,1654969143
486,Prome,18.8167,95.2167,299.08,82,86,3.34,MM,1654969147
487,Noumea,-22.2763,166.4572,295.37,99,78,1.62,NC,1654969148
488,Batemans Bay,-35.7167,150.1833,284.32,59,10,4.04,AU,1654969148
489,Muisne,0.6,-80.0333,298.52,83,100,5.0,EC,1654969149
490,Hay River,60.8156,-115.7999,289.14,77,75,3.6,CA,1654969150
491,Morozovsk,48.3539,41.8261,298.81,59,53,2.96,RU,1654969150
492,Bambanglipuro,-7.95,110.2833,297.77,91,91,0.72,ID,1654969151
493,Half Moon Bay,37.4636,-122.4286,305.86,74,0,5.14,US,1654969151
494,Raduzhny,62.0961,77.475,285.0,98,98,2.24,RU,1654969152
495,Havelock,34.8791,-76.9013,303.14,58,40,2.57,US,1654969153
496,Souillac,-20.5167,57.5167,296.36,73,75,6.17,MU,1654969153
497,Trelew,-43.249,-65.3051,289.78,20,66,3.31,AR,1654969154
498,La Ronge,55.1001,-105.2842,286.29,94,100,1.54,CA,1654969157
499,Litovko,49.2361,135.1742,283.42,91,4,0.37,RU,1654969158
500,Carutapera,-1.195,-46.02,301.98,69,44,3.67,BR,1654969159
501,Turukhansk,65.8167,87.9833,289.13,41,100,6.56,RU,1654969160
502,Tiznit Province,29.5833,-9.5,299.73,50,13,3.7,MA,1654969161
503,Bondo,3.8146,23.6866,294.17,97,55,1.2,CD,1654969161
504,Shubarshi,48.5872,57.1869,292.08,69,76,1.61,KZ,1654969162
505,Cap Malheureux,-19.9842,57.6142,293.97,80,68,1.34,MU,1654969162
506,Pangkalanbuun,-2.6833,111.6167,296.14,99,91,0.28,ID,1654969163
507,Vuktyl,63.8567,57.3094,281.32,71,94,7.47,RU,1654969164
508,Iralaya,15.0,-83.2333,299.07,80,100,5.17,HN,1654969164
509,Ubari,26.5921,12.7805,307.43,16,0,5.09,LY,1654969165
510,Udachny,66.4167,112.4,283.46,68,96,5.34,RU,1654969166
511,Teguise,29.0605,-13.564,296.27,65,20,7.2,ES,1654969167
512,Ucluelet,48.9329,-125.5528,285.42,93,97,2.17,CA,1654969168
513,Poyarkovo,49.6,128.6833,287.26,78,1,1.44,RU,1654969168
514,Basoko,1.2391,23.616,298.22,74,50,1.05,CD,1654969169
515,Sydney Mines,46.2367,-60.2177,298.6,49,75,7.2,CA,1654969170
516,Bad Iburg,52.1549,8.0422,295.66,47,47,3.45,DE,1654969170
517,Lüderitz,-26.6481,15.1594,291.54,48,60,4.06,NA,1654969171
518,Aksarka,66.5606,67.7975,289.04,68,30,4.49,RU,1654969172
519,Yashkino,55.8736,85.4265,290.34,95,95,2.78,RU,1654969172
520,Makat,47.6469,53.3463,299.5,34,19,8.76,KZ,1654969173
521,Corumbá,-19.0092,-57.6533,291.1,68,40,4.63,BR,1654969174
522,Isla Mujeres,21.2311,-86.731,303.24,70,4,4.79,MX,1654969174
523,Nichinan,31.6,131.3667,292.14,89,96,2.42,JP,1654969175
524,Bonavista,48.6499,-53.1147,286.8,73,100,8.48,CA,1654969176
525,Cairns,-16.9167,145.7667,292.12,63,32,5.14,AU,1654969087
526,Rapallo,44.3511,9.2297,301.39,53,0,0.89,IT,1654969178
527,Buala,-8.145,159.5921,299.27,80,53,2.03,SB,1654969181
528,Xinyang,32.1228,114.0656,296.94,66,96,1.57,CN,1654969182
529,Paamiut,61.994,-49.6678,278.08,79,98,2.26,GL,1654969186
530,Sa Kaeo,13.75,102.3333,298.64,84,99,2.6,TH,1654969186
531,Broken Hill,-31.95,141.4333,279.53,86,0,3.88,AU,1654969187
532,Azare,11.6765,10.1948,306.03,36,18,3.61,NG,1654969187
533,Itaituba,-4.2761,-55.9836,301.24,78,75,1.54,BR,1654969188
534,Mayumba,-3.432,10.6554,297.69,87,6,2.92,GA,1654969044
535,Sokoto,13.0609,5.239,309.41,28,44,2.95,NG,1654969029
536,Heerde,52.3872,6.0402,294.81,49,1,2.24,NL,1654969099
537,Novyy Urgal,51.0736,132.5642,284.89,90,58,0.6,RU,1654969190
538,Sorong,-0.8833,131.25,300.07,80,42,4.57,ID,1654969191
539,Ayagoz,47.9714,80.4392,293.99,56,89,3.07,KZ,1654969191
540,Beringovskiy,63.05,179.3167,277.44,70,54,3.2,RU,1654969192
541,Clocolan,-28.9137,27.5656,280.75,47,0,1.43,ZA,1654969192
542,Obama,35.4958,135.746,293.12,92,100,5.69,JP,1654969194
543,Rocha,-34.4833,-54.3333,283.49,69,97,8.1,UY,1654969194
544,Bentiu,9.2333,29.8333,302.02,56,82,4.07,SS,1654969195
545,Chandla,25.0833,80.2,310.5,23,2,7.36,IN,1654969198
546,Meadow Lake,34.8014,-106.5436,309.64,15,0,3.48,US,1654969198
547,Saint-Augustin,51.226,-58.6502,289.47,69,99,8.63,CA,1654969199
548,Vila Velha,-20.3297,-40.2925,298.12,74,100,7.6,BR,1654969200
549,Manakara,-22.1333,48.0167,293.24,87,26,1.63,MG,1654969165
550,Port Macquarie,-31.4333,152.9167,280.2,75,0,3.25,AU,1654969201
551,Omboué,-1.5746,9.2618,297.75,87,43,3.02,GA,1654969202
552,Zhangaözen,43.3,52.8,297.85,31,41,6.43,KZ,1654969203
553,Moose Factory,51.2585,-80.6094,286.15,82,100,3.09,CA,1654969204
554,Aranda de Duero,41.6704,-3.6892,292.68,74,57,3.85,ES,1654969205
555,Vestmannaeyjar,63.4427,-20.2734,285.7,76,75,6.69,IS,1654969206
556,Burnie,-41.0667,145.9167,283.66,72,70,7.55,AU,1654969207
557,General Roca,-39.0333,-67.5833,290.37,22,76,2.74,AR,1654969208
558,Marovoay,-16.1,46.6333,298.32,49,13,4.35,MG,1654969208
559,Petrov Val,50.1434,45.2096,293.29,71,47,3.15,RU,1654969209
560,Santa Luzia,-19.7697,-43.8514,300.75,44,40,2.57,BR,1654969210
561,Roald,62.5833,6.1333,290.93,67,75,2.57,NO,1654969211
562,Portland,45.5234,-122.6762,291.18,89,100,1.54,US,1654969207
563,Kulhudhuffushi,6.6221,73.07,301.44,76,100,5.59,MV,1654969212
564,Kattivākkam,13.2167,80.3167,304.2,89,100,5.17,IN,1654969213
565,Honiara,-9.4333,159.95,297.25,81,4,1.94,SB,1654969214
566,Santa,17.486,120.4348,298.9,86,96,1.71,PH,1654969215
567,Tshikapa,-6.4167,20.8,297.98,37,0,0.85,CD,1654969215
568,Praia,14.9215,-23.5087,301.45,61,0,4.12,CV,1654969216
569,Utica,43.1009,-75.2327,297.79,52,83,2.61,US,1654969217
570,Diamantina,-18.2494,-43.6003,297.73,36,57,1.76,BR,1654969217
571,Tooele,40.5308,-112.2983,304.83,28,81,2.59,US,1654969218
572,Marshall,34.3834,-86.3333,303.75,54,40,0.45,US,1654969219
